,county,benzo(a)pyrene
1772,"Rio arriba, New Mexico",0.00014102564102564101
1773,"Ripley, Indiana",0.0
1774,"Ritchie, West Virginia",0.0
1775,"Riverside, California",0.0
1776,"Roane, West Virginia",0.0
1777,"Roanoke, Virginia",0.0
1778,"Roberts, South Dakota",0.0
1779,"Roberts, Texas",0.0
1780,"Robertson, Texas",0.0
1781,"Robeson, North Carolina",0.0
1782,"Rock island, Illinois",0.0004961240310077519
1783,"Rock, Minnesota",0.0
1784,"Rock, Nebraska",0.0
1785,"Rock, Wisconsin",0.0
1786,"Rockbridge, Virginia",0.0
1787,"Rockcastle, Kentucky",0.0
1788,"Rockingham, New Hampshire",0.00028384279475982536
1789,"Rockingham, North Carolina",0.0
1790,"Rockingham, Virginia",0.0
1791,"Rockland, New York",0.0
1792,"Roosevelt, Montana",0.0
1793,"Roosevelt, New Mexico",0.0
1794,"Roseau, Minnesota",0.003888888888888889
1795,"Rosebud, Montana",0.0
1796,"Ross, Ohio",0.0
1797,"Rowan county, North Carolina",0.0
1798,"Rowan, Kentucky",0.0
1799,"Rowan, North Carolina",0.0
1800,"Runnels, Texas",0.0
1801,"Rush, Indiana",0.0
1802,"Rusk, Texas",0.0004054054054054054
1803,"Rusk, Wisconsin",0.0
1804,"Russell, Alabama",0.0
1805,"Russell, Kentucky",0.0
1806,"Russell, Virginia",0.0
1807,"Rutherford, North Carolina",0.0
1808,"Rutland, Vermont",0.0
1809,"Sabine, Louisiana",0.0
1810,"Sabine, Texas",0.0
1811,"Sac, Iowa",0.0
1812,"Sacramento county, California",0.0
1813,"Sacramento, California",0.0
1814,"Sagadahoc, Maine",0.0
1815,"Saint bernard, Louisiana",0.0
1816,"Saint charles, Missouri",0.0
1817,"Saint clair, Michigan",0.0
1818,"Saint james, Louisiana",0.0
1819,"Saint landry, Louisiana",0.0
1820,"Saint lawrence, New York",0.0
1821,"Saint louis, Minnesota",0.0
1822,"Saint marys, Maryland",0.0
1823,"Saint tammany, Louisiana",0.0
1824,"Salem, New Jersey",0.0
1825,"Salem, Virginia",0.0
1826,"Saline county, Arkansas",0.0
1827,"Saline, Arkansas",0.0
1828,"Saline, Illinois",0.0
1829,"Saline, Nebraska",0.0
1830,"Salt lake, Utah",0.0
1831,"Saluda, South Carolina",0.0
1832,"Sampson, North Carolina",0.0
1833,"San augustine, Texas",0.0
1834,"San benito, California",0.0
1835,"San bernardino county, California",0.0
1836,"San bernardino, California",0.00012795275590551182
1837,"San diego county, California",0.0
1838,"San diego, California",0.0
1839,"San francisco, California",0.0
1840,"San jacinto, Texas",0.0
1841,"San joaquin, California",0.0
1842,"San juan, New Mexico",0.0
1843,"San juan, Utah",0.0
1844,"San juan, Washington",0.0
1845,"San luis obispo, California",0.0
1846,"San mateo, California",0.0
1847,"San miguel, New Mexico",0.0
1848,"San patricio, Texas",0.0
1849,"San saba, Texas",0.0
1850,"Sanborn, South Dakota",0.0
1851,"Sanders, Montana",0.0
1852,"Sandoval, New Mexico",0.0
1853,"Sandusky, Ohio",0.0
1854,"Sangamon, Illinois",0.0
1855,"Sanpete, Utah",0.0
1856,"Santa barbara, California",0.0
1857,"Santa clara, California",0.0
1858,"Santa cruz, Arizona",0.0
1859,"Santa cruz, California",0.0
1860,"Santa fe, New Mexico",0.0
1861,"Santa rosa county, Florida",0.0
1862,"Santa rosa, Florida",0.0
1863,"Sarasota, Florida",0.0
1864,"Saratoga, New York",0.0005014749262536873
1865,"Sarpy, Nebraska",0.0
1866,"Sauk, Wisconsin",0.0
1867,"Saunders, Nebraska",0.0
1868,"Sawyer, Wisconsin",0.0
1869,"Schenectady, New York",0.0
1870,"Schleicher, Texas",0.0
1871,"Schoharie, New York",0.0
1872,"Schuyler, Illinois",0.0
1873,"Schuyler, New York",0.0
1874,"Schuylkill, Pennsylvania",0.0
1875,"Scotland, North Carolina",0.0
1876,"Scott, Arkansas",0.0
1877,"Scott, Illinois",0.0
1878,"Scott, Indiana",0.0
1879,"Scott, Iowa",0.00032394366197183096
1880,"Scott, Kentucky",0.0
1881,"Scott, Minnesota",0.0
1882,"Scott, Virginia",0.0
1883,"Scotts bluff, Nebraska",0.0
1884,"Scurry, Texas",0.0
1885,"Searcy, Arkansas",0.0
1886,"Sebastian, Arkansas",0.0
1887,"Seminole county, Florida",0.0
1888,"Seminole, Florida",0.0
1889,"Seneca, New York",0.0
1890,"Seneca, Ohio",0.0
1891,"Sevier, Arkansas",0.0
1892,"Sevier, Utah",0.0
1893,"Seward, Nebraska",0.0
1894,"Shackelford, Texas",0.0
1895,"Shannon, South Dakota",0.0
1896,"Sharp county, Arkansas",0.0
1897,"Sharp, Arkansas",0.0
1898,"Shasta, California",0.0
1899,"Shawano, Wisconsin",0.0
1900,"Sheboygan, Wisconsin",0.0
1901,"Shelby, Alabama",0.0
1902,"Shelby, Illinois",0.0
1903,"Shelby, Indiana",0.0
1904,"Shelby, Iowa",0.0
1905,"Shelby, Kentucky",0.0
1906,"Shelby, Ohio",0.013333333333333334
1907,"Shelby, Tennessee",0.0
1908,"Shelby, Texas",0.0
1909,"Shenandoah, Virginia",0.0
1910,"Sherburne, Minnesota",0.0
1911,"Sheridan, Montana",0.0
1912,"Sheridan, Nebraska",0.0
1913,"Sheridan, Wyoming",0.0011764705882352942
1914,"Sherman, Nebraska",0.0
1915,"Sherman, Oregon",0.0
1916,"Sherman, Texas",0.0
1917,"Shoshone, Idaho",0.0
1918,"Sibley, Minnesota",0.0
1919,"Sierra, New Mexico",0.0
1920,"Silver bow, Montana",0.0
1921,"Silverbow, Montana",0.0
1922,"Simpson, Kentucky",0.0
1923,"Sioux, Iowa",0.0
1924,"Sioux, Nebraska",0.0
1925,"Siskiyou, California",0.0
1926,"Skagit, Washington",0.0
1927,"Skamania, Washington",0.0
1928,"Smith, Texas",0.00043478260869565214
1929,"Smyth, Virginia",0.0
1930,"Snohomish, Washington",0.0
1931,"Snyder county, Pennsylvania",0.0
1932,"Snyder, Pennsylvania",0.0
1933,"Socorro, New Mexico",0.0
1934,"Solano, California",0.0
1935,"Somerset county, Pennsylvania",0.0
1936,"Somerset, Maine",0.0
1937,"Somerset, Maryland",0.0
1938,"Somerset, New Jersey",0.0
1939,"Somerset, Pennsylvania",0.0
1940,"Somervell, Texas",0.0
1941,"Sonoma, California",0.0
1942,"Southampton, Virginia",0.0
1943,"Southeast fairbanks, Alaska",0.0
1944,"Spartanburg, South Carolina",0.0
1945,"Spencer, Indiana",0.0
1946,"Spink county, South Dakota",0.0
1947,"Spokane, Washington",0.0
1948,"Spotsylvania, Virginia",0.0
1949,"St clair, Alabama",0.0
1950,"St helena, Louisiana",0.0
1951,"St joseph, Indiana",0.0
1952,"St landry, Louisiana",0.0
1953,"St lawrence, New York",0.0
1954,"St mary's, Maryland",0.0
1955,"St tammany, Louisiana",0.0
1956,"St. bernard, Louisiana",0.0
1957,"St. charles, Louisiana",0.0
1958,"St. clair, Alabama",0.0
1959,"St. clair, Illinois",0.0
1960,"St. croix, Wisconsin",0.0
1961,"St. francis, Arkansas",0.0
1962,"St. helena, Louisiana",0.0
1963,"St. james, Louisiana",0.0
1964,"St. john the baptist parish, Louisiana",0.0
1965,"St. john the baptist, Louisiana",0.0
1966,"St. johns, Florida",0.0
1967,"St. joseph county, Indiana",0.0
1968,"St. joseph, Indiana",0.0
1969,"St. landry, Louisiana",0.0
1970,"St. lawrence, New York",0.0
1971,"St. louis, Minnesota",0.0
1972,"St. lucie, Florida",0.0
1973,"St. martin parish, Louisiana",0.0
1974,"St. martin, Louisiana",0.0
1975,"St. mary parish, Louisiana",0.0
1976,"St. mary's county, Maryland",0.0
1977,"St. mary's, Maryland",0.0
1978,"St. mary, Louisiana",0.0
1979,"St. tammany parish, Louisiana",0.0
1980,"St. tammany, Louisiana",0.0
1981,"Stafford, Virginia",0.0
1982,"Stanislaus, California",0.0
1983,"Stanly, North Carolina",0.0
1984,"Stanton, Nebraska",0.0
1985,"Stark, Illinois",0.0
1986,"Stark, Ohio",0.0
1987,"Starke, Indiana",0.0
1988,"Starr, Texas",0.0
1989,"Staunton, Virginia",0.0
1990,"Stearns, Minnesota",0.0
1991,"Steele, Minnesota",0.0
1992,"Stephens, Texas",0.0
1993,"Stephenson, Illinois",0.0
1994,"Sterling, Texas",0.0
1995,"Steuben, Indiana",0.0
1996,"Steuben, New York",0.0
1997,"Stevens, Minnesota",0.0
1998,"Stevens, Washington",0.0
1999,"Stillwater, Montana",0.0
2000,"Stokes, North Carolina",0.0
2001,"Stone, Arkansas",0.0
2002,"Stone, Missouri",0.0
2003,"Stonewall, Texas",0.0
2004,"Storey, Nevada",0.0
2005,"Story, Iowa",0.009523809523809525
2006,"Strafford, New Hampshire",0.0
2007,"Sublette, Wyoming",0.0
2008,"Suffolk city, Virginia",0.0
2009,"Suffolk, Massachusetts",0.0
2010,"Suffolk, Virginia",0.0
2011,"Sullivan, Indiana",0.0
2012,"Sullivan, New Hampshire",0.0
2013,"Sullivan, New York",0.0
2014,"Sullivan, Pennsylvania",0.0
2015,"Summers, West Virginia",0.0
2016,"Summit, Ohio",0.0
2017,"Summit, Utah",0.0
2018,"Sumter, Alabama",0.0
2019,"Sumter, Florida",0.0
2020,"Sumter, South Carolina",0.0
2021,"Surry, North Carolina",0.0
2022,"Surry, Virginia",0.0
2023,"Susquehanna, Pennsylvania",0.0
2024,"Sussex, New Jersey",0.0
2025,"Sutter, California",0.0
2026,"Sutton, Texas",0.0
2027,"Suwannee, Florida",0.0
2028,"Swain, North Carolina",0.0
2029,"Sweet grass, Montana",0.0
2030,"Sweetwater county, Wyoming",0.0
2031,"Sweetwater, Wyoming",0.0
2032,"Swift county, Minnesota",0.0
2033,"Swift, Minnesota",0.0
2034,"Swisher, Texas",0.0
2035,"Switzerland, Indiana",0.0
2036,"Talbot, Maryland",0.0
2037,"Talladega, Alabama",0.0
2038,"Tallapoosa, Alabama",0.0
2039,"Tama, Iowa",0.0
2040,"Taney, Missouri",0.0
2041,"Tangipahoa parish, Louisiana",0.0
2042,"Tangipahoa, Louisiana",0.0
2043,"Taos, New Mexico",0.0
2044,"Tarrant, Texas",0.0001724137931034483
2045,"Taylor, Florida",0.0
2046,"Taylor, Kentucky",0.0
2047,"Taylor, Texas",0.0
2048,"Taylor, West Virginia",0.0
2049,"Tazewell, Illinois",0.0004928571428571429
2050,"Tazewell, Virginia",0.0
2051,"Tensas, Louisiana",0.0
2052,"Terrebonne, Louisiana",0.0
2053,"Terrell, Texas",0.0
2054,"Terry, Texas",0.0
2055,"Teton, Idaho",0.0
2056,"Teton, Montana",0.0
2057,"Teton, Wyoming",0.0
2058,"Thayer, Nebraska",0.0
2059,"Thomas, Nebraska",0.0
2060,"Throckmorton, Texas",0.0
2061,"Thurston, Nebraska",0.0
2062,"Thurston, Washington",0.0
2063,"Tillamook county, Oregon",0.0
2064,"Tillamook, Oregon",0.0
2065,"Tioga county, Pennsylvania",0.0
2066,"Tioga, New York",0.0
2067,"Tioga, Pennsylvania",0.0
2068,"Tippecanoe, Indiana",0.0
2069,"Tipton, Indiana",0.0
2070,"Titus, Texas",0.0
2071,"Todd, Kentucky",0.0
2072,"Todd, Minnesota",0.0
2073,"Todd, South Dakota",0.0
2074,"Tolland, Connecticut",0.0
2075,"Tom green, Texas",0.0
2076,"Tompkins, New York",0.0
2077,"Tooele, Utah",0.0
2078,"Toole, Montana",0.0
2079,"Torrance, New Mexico",0.0
2080,"Transylvania, North Carolina",0.0
2081,"Traverse, Minnesota",0.0
2082,"Travis, Texas",0.0
2083,"Treasure, Montana",0.0
2084,"Trigg, Kentucky",0.0
2085,"Trimble, Kentucky",0.0
2086,"Trinity, Texas",0.0
2087,"Tripp, South Dakota",0.0
2088,"Trumbull, Ohio",0.0
2089,"Tucker, West Virginia",0.0
2090,"Tulare, California",0.0
2091,"Tuolumne, California",0.0
2092,"Turner, South Dakota",0.0
2093,"Tuscaloosa, Alabama",0.0
2094,"Tuscarawas, Ohio",0.0
2095,"Tuscola, Michigan",0.0
2096,"Twin falls, Idaho",0.0
2097,"Tyler, Texas",0.0
2098,"Tyler, West Virginia",0.0
2099,"Tyrrell, North Carolina",0.0
2100,"Uinta, Wyoming",0.0
2101,"Uintah, Utah",0.0
2102,"Ulster, New York",0.0
2103,"Umatilla, Oregon",0.0
2104,"Union county, Pennsylvania",0.0
2105,"Union parish, Louisiana",0.0
2106,"Union, Arkansas",0.0002824858757062147
2107,"Union, Florida",0.0
2108,"Union, Illinois",0.0
2109,"Union, Indiana",0.0
2110,"Union, Iowa",0.0
2111,"Union, Kentucky",0.0
2112,"Union, Louisiana",0.0
2113,"Union, New Mexico",0.0
2114,"Union, North Carolina",0.0
2115,"Union, Oregon",0.0
2116,"Union, Pennsylvania",0.0
2117,"Union, South Carolina",0.0
2118,"Union, South Dakota",0.0
2119,"Unknown, South Carolina",0.0
2120,"Upshur, Texas",0.0
2121,"Upshur, West Virginia",0.0
2122,"Upton, Texas",0.0
2123,"Utah, Utah",0.0
2124,"Uvalde, Texas",0.0
2125,"Val verde, Texas",0.0
2126,"Valencia, New Mexico",0.0
2127,"Valley, Idaho",0.0
2128,"Valley, Montana",0.0
2129,"Valley, Nebraska",0.0
2130,"Van buren, Arkansas",0.0
2131,"Van buren, Michigan",0.0
2132,"Van wert, Ohio",0.0
2133,"Van zandt, Texas",0.0
2134,"Vance, North Carolina",0.0
2135,"Vanderburgh, Indiana",0.0
2136,"Venango county, Pennsylvania",0.0
2137,"Venango, Pennsylvania",0.0
2138,"Ventura, California",0.00024096385542168676
2139,"Vermilion, Illinois",0.000569620253164557
2140,"Vermilion, Louisiana",0.0
2141,"Vermillion county, Indiana",0.0
2142,"Vermillion, Indiana",0.0
2143,"Vernon, Louisiana",0.0
2144,"Vernon, Wisconsin",0.0
2145,"Victoria, Texas",0.0
2146,"Vigo, Indiana",0.0
2147,"Vilas, Wisconsin",0.0
2148,"Volusia, Florida",0.0
2149,"Wabash, Illinois",0.0024782608695652175
2150,"Wabash, Indiana",0.0
2151,"Wabasha, Minnesota",0.0
2152,"Wadena, Minnesota",0.0
2153,"Wahkiakum, Washington",0.0
2154,"Wake, North Carolina",0.0
2155,"Wakulla, Florida",0.0
2156,"Waldo, Maine",0.0
2157,"Walker, Alabama",0.0
2158,"Walker, Texas",0.0
2159,"Walla walla, Washington",0.0
2160,"Waller, Texas",0.0
2161,"Wallowa, Oregon",0.0
2162,"Walton, Florida",0.0
2163,"Walworth, South Dakota",0.0
2164,"Walworth, Wisconsin",0.0
2165,"Wapello, Iowa",0.0
2166,"Ward, Texas",0.0
2167,"Warren county, Pennsylvania",0.0
2168,"Warren, Illinois",0.0
2169,"Warren, Indiana",0.0
2170,"Warren, Iowa",0.0
2171,"Warren, Kentucky",0.0
2172,"Warren, New Jersey",0.0
2173,"Warren, New York",0.018260869565217393
2174,"Warren, North Carolina",0.0
2175,"Warren, Ohio",0.0
2176,"Warren, Pennsylvania",0.0
2177,"Warren, Virginia",0.0
2178,"Warrick, Indiana",0.0
2179,"Wasatch, Utah",0.0
2180,"Wasco, Oregon",0.0
2181,"Waseca, Minnesota",0.0
2182,"Washakie, Wyoming",0.0
2183,"Washington county, Rhode Island",0.0
2184,"Washington parish, Louisiana",0.0
2185,"Washington, Alabama",0.0
2186,"Washington, Arkansas",0.0
2187,"Washington, Florida",0.0
2188,"Washington, Idaho",0.0
2189,"Washington, Illinois",0.0
2190,"Washington, Indiana",0.0
2191,"Washington, Iowa",0.0
2192,"Washington, Kentucky",0.0
2193,"Washington, Louisiana",0.0
2194,"Washington, Maine",0.0
2195,"Washington, Maryland",0.0
2196,"Washington, Minnesota",0.0
2197,"Washington, Nebraska",0.0
2198,"Washington, New York",0.0
2199,"Washington, North Carolina",0.0
2200,"Washington, Ohio",0.0
2201,"Washington, Oregon",0.001851851851851852
2202,"Washington, Pennsylvania",0.0
2203,"Washington, Rhode Island",0.0001471264367816092
2204,"Washington, Texas",0.0
2205,"Washington, Utah",0.00039140811455847256
2206,"Washington, Vermont",0.0
2207,"Washington, Virginia",0.0
2208,"Washington, Wisconsin",0.0
2209,"Washoe, Nevada",0.0
2210,"Washtenaw, Michigan",0.0
2211,"Watauga, North Carolina",0.0
2212,"Watonwan, Minnesota",0.0
2213,"Waukesha, Wisconsin",0.0
2214,"Waupaca, Wisconsin",0.0
2215,"Waushara, Wisconsin",0.0
2216,"Wayne, Illinois",0.0004666666666666667
2217,"Wayne, Indiana",0.0
2218,"Wayne, Kentucky",0.0
2219,"Wayne, Nebraska",0.0
2220,"Wayne, New York",0.0
2221,"Wayne, North Carolina",0.0
2222,"Wayne, Ohio",0.0
2223,"Wayne, Pennsylvania",0.0
2224,"Wayne, Utah",0.0
2225,"Wayne, West Virginia",0.0
2226,"Waynesboro city, Virginia",0.0
2227,"Webb county, Texas",0.0
2228,"Webb, Texas",0.0
2229,"Weber, Utah",0.0
2230,"Webster, Iowa",0.0
2231,"Webster, Kentucky",0.0
2232,"Webster, Louisiana",0.0
2233,"Webster, Nebraska",0.0
2234,"Webster, West Virginia",0.0
2235,"Wells, Indiana",0.0
2236,"West baton rouge, Louisiana",0.0
2237,"West carroll parish, Louisiana",0.0
2238,"West carroll, Louisiana",0.0
2239,"West feliciana, Louisiana",0.0
2240,"Westchester, New York",0.0
2241,"Westmoreland, Pennsylvania",0.0
2242,"Westmoreland, Virginia",0.0
2243,"Weston, Wyoming",0.0
2244,"Wetzel, West Virginia",0.0
2245,"Wharton, Texas",0.0
2246,"Whatcom, Washington",0.0
2247,"Wheatland, Montana",0.0
2248,"Wheeler, Nebraska",0.0
2249,"Wheeler, Oregon",0.0
2250,"Wheeler, Texas",0.0
2251,"White pine, Nevada",0.0
2252,"White, Arkansas",0.0
2253,"White, Illinois",0.0
2254,"White, Indiana",0.0
2255,"Whiteside, Illinois",0.0
2256,"Whitley, Indiana",0.0
2257,"Whitley, Kentucky",0.0
2258,"Whitman, Washington",0.0
2259,"Wibaux, Montana",0.0
2260,"Wichita, Texas",0.0
2261,"Wicomico, Maryland",0.0
2262,"Wilbarger, Texas",0.0
2263,"Wilcox, Alabama",0.0
2264,"Wilkes, North Carolina",0.0
2265,"Will, Illinois",0.0017791304347826089
2266,"Willacy county, Texas",0.0
2267,"Willacy, Texas",0.0
2268,"Williamsburg, South Carolina",0.0
2269,"Williamson, Illinois",0.0
2270,"Williamson, Texas",0.0
2271,"Wilson, North Carolina",0.0
2272,"Wilson, Texas",0.0
2273,"Winchester, Virginia",0.0
2274,"Windham, Connecticut",0.0
2275,"Windham, Vermont",0.0
2276,"Windsor, Vermont",0.0
2277,"Winkler, Texas",0.0
2278,"Winn, Louisiana",0.03333333333333333
2279,"Winnebago, Illinois",0.00021145374449339208
2280,"Winnebago, Iowa",0.0
2281,"Winnebago, Wisconsin",0.0
2282,"Winneshiek, Iowa",0.0
2283,"Winona, Minnesota",0.0
2284,"Winston, Alabama",0.0
2285,"Wise, Texas",0.0
2286,"Wolfe, Kentucky",0.0
2287,"Wood, Ohio",0.0
2288,"Wood, Texas",0.0003896103896103896
2289,"Wood, West Virginia",0.0
2290,"Wood, Wisconsin",0.0
2291,"Woodbury, Iowa",0.0
2292,"Woodford, Illinois",0.0
2293,"Woodford, Kentucky",0.0
2294,"Woodruff, Arkansas",0.0
2295,"Worcester, Maryland",0.0
2296,"Worcester, Massachusetts",0.0
2297,"Worth, Iowa",0.0
2298,"Wright, Iowa",0.0
2299,"Wright, Minnesota",0.0
2300,"Wyandot, Ohio",0.0
2301,"Wyandotte, Kansas",0.0
2302,"Wyoming, New York",0.0
2303,"Wyoming, Pennsylvania",0.0007547169811320754
2304,"Wyoming, West Virginia",0.0
2305,"Wythe, Virginia",0.0
2306,"Yadkin, North Carolina",0.0
2307,"Yakima, Washington",0.0
2308,"Yakutat, Alaska",0.0
2309,"Yamhill, Oregon",0.0
2310,"Yancey, North Carolina",0.0
2311,"Yankton, South Dakota",0.0
2312,"Yates, New York",0.0
2313,"Yavapai, Arizona",0.0007669616519174042
2314,"Yell, Arkansas",0.0
2315,"Yellow medicine county, Minnesota",0.0
2316,"Yellow medicine, Minnesota",0.0
2317,"Yellowstone, Montana",0.0
2318,"Yoakum, Texas",0.0
2319,"Yolo, California",0.0
2320,"York county, Pennsylvania",0.0
2321,"York, Maine",0.0
2322,"York, Nebraska",0.0
2323,"York, Pennsylvania",0.0
2324,"York, South Carolina",0.0
2325,"Young, Texas",0.0
2326,"Yuba, California",0.0
2327,"Yuma county, Arizona",0.0
2328,"Yuma, Arizona",0.00038888888888888887
2329,"Zapata county, Texas",0.0
2330,"Zapata, Texas",0.0
2331,"Zavala, Texas",0.0
